year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
2014,1,4,4,0,4278,4793,attached,954,0,TRUE,FALSE,TRUE,TRUE,5346,Fox Loop,,Coletown,11927,1555371
2013,1,2,2,0,1315,1326,none,0,404,FALSE,FALSE,TRUE,TRUE,39472,Seth River,142,Jeffreyhaven,11913,110855
1985,4,4,3,0,2216,2435,attached,746,0,TRUE,FALSE,TRUE,TRUE,689,Stanley Crossing,,Hallfort,10907,374220
2003,1,3,2,0,2080,2077,attached,447,0,TRUE,TRUE,TRUE,TRUE,3205,Stacy Circles,,Joshuafurt,10321,421231
2004,2,5,3,0,2908,2907,attached,642,0,TRUE,FALSE,TRUE,TRUE,8660,Smith Rue,,Joshuafurt,10321,460685
2005,2,4,3,0,2941,3019,attached,756,0,TRUE,FALSE,TRUE,TRUE,62558,Linda Shoal,,Joshuafurt,10321,487409
2016,2,5,2,1,2999,3131,attached,609,0,TRUE,FALSE,TRUE,TRUE,82248,Cassie Fields,,Joshuafurt,10321,497591
2015,2,5,2,1,2713,2847,attached,775,0,FALSE,FALSE,TRUE,TRUE,4773,Pope Knoll,,Joshuafurt,10321,541492
2015,2,5,2,1,124,128,attached,767,0,TRUE,FALSE,TRUE,TRUE,91787,Kayla Road,,Joshuafurt,10321,475954
2014,1,4,2,1,2911,2952,attached,591,0,FALSE,FALSE,TRUE,TRUE,829,Hebert Curve,,Joshuafurt,10321,575212
2007,2,5,4,0,3408,3614,attached,735,0,FALSE,TRUE,TRUE,TRUE,221,Antonio Hills,,Joshuafurt,10321,526856
2006,2,5,4,0,3180,3172,attached,810,0,FALSE,FALSE,TRUE,TRUE,25210,Antonio Hills,,Joshuafurt,10321,464503
2014,2,5,3,0,3367,3567,attached,872,0,TRUE,FALSE,TRUE,TRUE,28647,Hebert Curve,,Joshuafurt,10321,607664
2013,2,5,3,0,3361,3559,attached,876,0,TRUE,FALSE,TRUE,TRUE,8185,Marilyn Landing,,Joshuafurt,10321,547858
2013,2,5,2,1,3209,3262,attached,725,0,FALSE,FALSE,TRUE,TRUE,7039,Contreras Squares,,Joshuafurt,10321,503954
2016,1,4,2,1,2910,2959,attached,589,0,TRUE,FALSE,TRUE,TRUE,36311,Contreras Squares,,Joshuafurt,10321,608299
2002,1,3,2,0,1995,2187,attached,669,0,TRUE,FALSE,TRUE,TRUE,8753,Patricia Falls,,Joshuafurt,10321,405957
2004,2,4,2,1,2338,2546,attached,766,0,TRUE,TRUE,TRUE,TRUE,5245,Foster Mission,,Joshuafurt,10321,469588
2004,2,3,2,1,2183,2331,attached,739,0,TRUE,FALSE,TRUE,TRUE,1757,Martin Parks,,Joshuafurt,10321,432687
2003,1,3,2,0,1999,2188,attached,672,0,TRUE,TRUE,TRUE,TRUE,808,Shannon Manors,,Joshuafurt,10321,413597
2012,2,5,2,1,2999,3132,attached,611,0,TRUE,FALSE,TRUE,TRUE,57863,Garcia Ports,,Joshuafurt,10321,541489
2016,2,5,2,1,3003,3138,attached,606,0,TRUE,FALSE,TRUE,TRUE,4314,Kayla Road,,Joshuafurt,10321,525581
2015,2,5,3,0,3364,3565,attached,875,0,TRUE,FALSE,TRUE,TRUE,96192,Jones Common,,Joshuafurt,10321,548494
2004,2,4,2,1,2495,2652,attached,736,0,TRUE,FALSE,TRUE,TRUE,775,Curry Lights,,Joshuafurt,10321,445408
2003,1,3,2,0,1996,2180,attached,673,0,TRUE,FALSE,TRUE,TRUE,61324,Curry Lights,,Joshuafurt,10321,384328
2004,1,3,2,1,2602,2634,attached,621,0,TRUE,FALSE,TRUE,TRUE,80681,Nicole Villages,,Joshuafurt,10321,445411
2003,2,5,3,0,3105,3285,attached,667,0,TRUE,TRUE,TRUE,TRUE,141,Julie Meadow,,Joshuafurt,10321,524946
2002,1,4,2,1,2738,2809,attached,583,0,TRUE,TRUE,TRUE,TRUE,978,Matthews Walks,,Joshuafurt,10321,509042
2004,2,5,2,1,2954,2992,attached,698,0,TRUE,FALSE,TRUE,TRUE,192,Matthews Walks,,Joshuafurt,10321,314965
2004,2,5,3,0,3106,3284,attached,668,0,TRUE,TRUE,TRUE,TRUE,623,Wright Loaf,,Joshuafurt,10321,395139
2003,2,6,3,0,3334,3372,attached,596,0,TRUE,FALSE,TRUE,TRUE,462,Brianna Street,,Joshuafurt,10321,500135
2006,1,4,2,0,2713,2763,attached,647,0,TRUE,FALSE,TRUE,TRUE,141,Daniel Union,,Joshuafurt,10321,477225
2005,2,4,3,0,2659,2800,attached,652,0,TRUE,FALSE,TRUE,TRUE,159,Eric Flats,,Joshuafurt,10321,458138
2006,2,4,3,1,3124,3116,attached,719,0,TRUE,FALSE,TRUE,TRUE,914,Richard Views,,Joshuafurt,10321,477221
2007,2,4,2,1,2609,2614,attached,578,0,TRUE,FALSE,TRUE,TRUE,3998,Jennifer Circle,,Joshuafurt,10321,413595
2015,2,5,3,0,4151,4155,attached,938,0,FALSE,FALSE,TRUE,TRUE,291,Brian Trafficway,,Joshuafurt,10321,610844
2016,1,4,2,1,3120,3114,attached,509,0,FALSE,FALSE,TRUE,TRUE,9,Edward Tunnel,,Joshuafurt,10321,585394
2014,1,4,2,1,3114,3122,attached,508,0,FALSE,FALSE,TRUE,TRUE,9361,Todd Flat,,Joshuafurt,10321,555488
1960,1,3,1,1,1170,1180,attached,254,0,FALSE,FALSE,FALSE,FALSE,3408,Clark Dale,,Hallfort,11982,252001
1948,1,1,1,0,538,857,none,0,0,FALSE,FALSE,FALSE,FALSE,3408,Clark Dale,,Hallfort,11982,252004
1986,1,3,1,1,1337,1358,attached,500,0,TRUE,TRUE,TRUE,TRUE,58155,Long Land,,Hallfort,11982,309959
1972,1,4,1,1,1204,1202,attached,457,0,FALSE,FALSE,TRUE,FALSE,71077,Walsh Drives,,Hallfort,11982,288541
1973,1,3,2,0,1384,1609,attached,382,0,TRUE,FALSE,TRUE,TRUE,9672,Johnson Circles,,Hallfort,11982,287283
1973,1,3,1,1,1795,2190,attached,417,0,TRUE,FALSE,TRUE,TRUE,3837,Johnson Circles,,Hallfort,11982,289804
2007,2,3,3,1,2462,2502,attached,423,0,TRUE,FALSE,TRUE,TRUE,122,Gomez Fields,,Hallfort,11982,325706
2006,2,6,3,1,3575,3743,attached,701,0,TRUE,FALSE,TRUE,TRUE,272,William Mountain,,Hallfort,11982,483839
2006,2,6,3,1,3575,3737,attached,701,0,TRUE,FALSE,TRUE,TRUE,23483,Robert Burgs,,Hallfort,11982,511561
1976,1,3,1,1,1511,1572,attached,440,0,FALSE,FALSE,TRUE,TRUE,9585,Barbara Coves,,Hallfort,10979,292321
1979,2,4,2,0,1482,1652,attached,484,0,TRUE,TRUE,TRUE,TRUE,20692,Christina Heights,,Hallfort,10979,254523
1979,2,4,2,0,1485,1649,attached,484,0,TRUE,TRUE,TRUE,TRUE,20692,Christina Heights,,Hallfort,10979,333903
1955,1,4,2,1,1742,1790,attached,396,0,FALSE,FALSE,FALSE,FALSE,2184,Kimberly Forges,,Hallfort,10979,252004
1978,1,4,2,1,1665,1738,attached,506,0,TRUE,FALSE,TRUE,TRUE,9341,Phillips Radial,,Hallfort,10979,323821
1977,1,3,1,1,1230,1827,attached,438,0,TRUE,FALSE,TRUE,TRUE,9531,Samantha Port,,Hallfort,10979,298620
1978,1,4,1,1,1370,1451,attached,529,0,TRUE,FALSE,TRUE,TRUE,49286,Samantha Port,,Hallfort,10979,302401
1979,1,3,1,1,1176,1180,attached,457,0,TRUE,FALSE,TRUE,TRUE,4945,Gardner View,,Hallfort,10979,283496
1981,2,3,2,0,1674,1674,attached,461,0,TRUE,FALSE,TRUE,TRUE,940,Brian Neck,,Hallfort,10979,242551
1980,1,4,1,1,1280,1285,attached,460,0,TRUE,FALSE,TRUE,TRUE,980,Anderson Roads,,Hallfort,10979,264599
1979,1,4,1,1,1864,1922,attached,738,0,TRUE,FALSE,TRUE,TRUE,4643,Micheal Turnpike,,Hallfort,10979,327598
1979,1,4,1,1,1567,1924,attached,440,0,TRUE,TRUE,TRUE,TRUE,698,Micheal Turnpike,,Hallfort,10979,240656
1980,1,4,1,1,1360,1351,attached,465,0,TRUE,FALSE,TRUE,TRUE,4009,Paul Landing,,Hallfort,10979,251996
1979,1,4,1,1,1360,1354,attached,459,0,TRUE,FALSE,TRUE,TRUE,4009,Paul Landing,,Hallfort,10979,314999
1980,1,4,1,1,1560,2034,attached,480,0,TRUE,FALSE,TRUE,TRUE,52885,Gregory Mall,,Hallfort,10907,317518
1981,1,3,1,1,1301,1325,attached,460,0,TRUE,FALSE,TRUE,TRUE,570,Roberts Underpass,,Hallfort,10907,241916
1981,1,3,1,1,1301,1321,attached,459,0,TRUE,FALSE,TRUE,TRUE,570,Roberts Underpass,,Hallfort,10907,314998
1981,1,4,1,1,1602,1650,attached,453,0,TRUE,FALSE,TRUE,TRUE,71428,Mallory Manors,,Hallfort,10907,325080
1989,2,4,2,1,2257,2325,attached,836,0,TRUE,FALSE,TRUE,TRUE,14556,Ashley Via,,Hallfort,10979,349024
1983,2,3,2,1,1810,1885,attached,504,0,TRUE,FALSE,TRUE,TRUE,38977,Sonya Lakes,,Hallfort,10979,296102
1985,2,3,2,1,1790,1916,attached,500,0,TRUE,FALSE,TRUE,TRUE,50850,Morris Shore,,Hallfort,10979,352800
1985,2,4,2,1,2163,2210,attached,526,0,TRUE,FALSE,TRUE,TRUE,749,Morris Shore,,Hallfort,10979,346500
1988,2,4,2,1,2220,2356,attached,598,0,TRUE,FALSE,TRUE,TRUE,20110,Ashley Via,,Hallfort,10979,228059
1985,1,2,2,0,1075,1190,attached,465,0,TRUE,FALSE,TRUE,TRUE,5584,Paul Landing,,Hallfort,10979,263337
1990,1,3,2,0,1795,1795,attached,462,0,TRUE,TRUE,TRUE,TRUE,455,Wilkerson Junction,,Hallfort,10907,327604
1985,1,3,2,1,1857,1860,attached,601,0,TRUE,FALSE,TRUE,TRUE,5945,Allen Road,,Hallfort,10907,252001
1984,1,3,2,1,1851,1849,attached,594,0,TRUE,FALSE,TRUE,TRUE,5945,Allen Road,,Hallfort,10907,365396
1988,1,4,1,1,1562,1665,attached,738,0,TRUE,FALSE,TRUE,TRUE,2010,Barber Forest,,Hallfort,10979,336417
1987,2,4,2,1,2139,2178,attached,524,0,TRUE,TRUE,TRUE,TRUE,329,George Cape,,Hallfort,10979,342716
1989,1,4,2,0,1570,1680,attached,687,0,TRUE,FALSE,TRUE,TRUE,44719,Bailey Corner,,Hallfort,10979,342721
1988,1,3,1,1,1057,1058,attached,436,0,TRUE,FALSE,TRUE,TRUE,64576,Stacy Island,,Hallfort,10979,270902
1990,1,4,2,0,1465,1521,attached,603,0,TRUE,FALSE,TRUE,TRUE,77981,Manuel Branch,,Hallfort,10907,315001
1988,2,4,3,0,1809,1932,attached,705,0,TRUE,FALSE,TRUE,TRUE,2646,Kennedy Mountains,,Hallfort,10979,340199
1989,4,4,2,0,2053,2071,attached,613,0,TRUE,FALSE,TRUE,TRUE,78021,John Plains,,Hallfort,10979,371696
1990,2,4,2,1,2195,2195,attached,668,0,TRUE,FALSE,TRUE,TRUE,14,Ramsey Springs,,Hallfort,10979,318153
1998,2,5,3,0,2513,2583,attached,608,0,TRUE,FALSE,TRUE,TRUE,95333,Graham Flat,,Hallfort,10907,396899
2007,2,3,2,1,2801,2917,attached,583,0,TRUE,FALSE,TRUE,TRUE,7777,Brianna Parkway,,Hallfort,10979,396896
2014,1,4,2,1,2007,2058,attached,428,0,FALSE,FALSE,TRUE,TRUE,4295,Collins Landing,,Hallfort,10907,396903
2014,1,3,2,1,1905,1981,attached,437,0,FALSE,FALSE,TRUE,TRUE,3419,Collins Landing,,Hallfort,10907,428399
2008,2,5,3,0,3190,3193,attached,732,0,TRUE,FALSE,TRUE,TRUE,9289,Edward Run,,Joshuafurt,10321,507130
2007,1,4,3,0,2840,2833,attached,602,0,TRUE,FALSE,TRUE,TRUE,303,Lewis Trail,,Joshuafurt,10321,521762
2008,2,4,2,1,3409,3400,attached,739,0,TRUE,FALSE,TRUE,TRUE,729,Wallace Shores,,North Erinville,11510,552639
2009,2,4,2,1,3405,3489,attached,747,0,TRUE,FALSE,TRUE,TRUE,34877,Jessica Shoals,,North Erinville,11510,501231
2009,2,4,2,1,2724,2767,attached,653,0,TRUE,FALSE,TRUE,TRUE,202,Ashley Rapids,,North Erinville,11510,475520
2009,2,5,3,0,3101,3156,attached,607,0,TRUE,FALSE,TRUE,TRUE,2554,Carol Bridge,,North Erinville,11510,514081
2004,2,3,3,0,3350,3579,attached,659,0,TRUE,FALSE,TRUE,TRUE,785,Jessica Roads,,Joshuafurt,10321,473409
2005,1,4,2,1,2518,2979,attached,621,0,TRUE,FALSE,TRUE,TRUE,82028,Bowers Center,,Joshuafurt,10321,469588
2005,2,5,2,1,3692,3803,attached,579,0,TRUE,TRUE,TRUE,TRUE,872,Jessica Roads,,Joshuafurt,10321,571394
2005,2,3,3,0,2566,2672,attached,418,0,TRUE,TRUE,TRUE,TRUE,94067,Norton Trail,,Joshuafurt,10321,394505
2005,2,3,3,0,2565,2670,attached,413,0,TRUE,TRUE,TRUE,TRUE,94067,Norton Trail,,Joshuafurt,10321,264060
2003,2,3,3,0,2563,2672,attached,412,0,TRUE,TRUE,TRUE,TRUE,94067,Norton Trail,,Joshuafurt,10321,458137
2002,1,4,2,0,2125,2267,attached,623,0,TRUE,FALSE,TRUE,TRUE,9620,Wesley Ports,,Joshuafurt,10321,451770
2004,2,3,3,0,2826,2930,attached,417,0,TRUE,TRUE,TRUE,TRUE,50954,Jimenez Dale,,Joshuafurt,10321,542016
2004,1,3,3,0,1848,1971,attached,585,0,TRUE,FALSE,TRUE,TRUE,24353,Wesley Ports,,Joshuafurt,10321,400873
2005,1,3,2,0,2134,2258,attached,629,0,TRUE,FALSE,TRUE,TRUE,3313,Wesley Ports,,Joshuafurt,10321,413594
2006,2,5,5,0,3798,3803,attached,660,0,TRUE,FALSE,TRUE,TRUE,87472,Johnson Course,,Joshuafurt,10321,566307
2015,2,4,3,1,3442,3547,attached,650,0,FALSE,FALSE,TRUE,TRUE,8700,Jones Drive,,Joshuafurt,10321,509044
2006,1,3,2,0,1850,1850,attached,504,0,TRUE,FALSE,TRUE,TRUE,9371,Ashley Motorway,,Joshuafurt,10321,431415
2004,1,3,2,1,2082,2308,attached,614,0,TRUE,FALSE,TRUE,TRUE,64047,Norman Island,,Joshuafurt,10321,428233
2002,1,4,2,1,2414,2426,attached,577,0,TRUE,FALSE,TRUE,TRUE,169,Karen Vista,,Joshuafurt,10321,451777
2004,1,5,1,1,2293,2326,attached,489,0,TRUE,FALSE,TRUE,TRUE,8375,Yolanda Estate,,Joshuafurt,10321,451770
1998,1,4,2,0,1836,1844,attached,434,0,TRUE,FALSE,TRUE,TRUE,893,Parker Points,,Joshuafurt,10321,356330
2002,1,4,2,1,2235,2242,attached,639,0,TRUE,FALSE,TRUE,TRUE,68291,Paul Lock,,Joshuafurt,10321,445412
2003,2,4,3,0,3272,3266,attached,436,0,TRUE,TRUE,TRUE,TRUE,606,Frank Summit,,Joshuafurt,10321,470859
2005,1,3,2,0,1671,2064,attached,680,0,TRUE,FALSE,TRUE,TRUE,85710,Joseph Park,,Lake Christinaport,11203,270800
2001,1,3,2,0,1489,1485,attached,438,0,TRUE,FALSE,TRUE,TRUE,155,Jacobs Lock,,Joshuafurt,10321,400869
2002,1,5,2,0,1948,2064,attached,458,0,TRUE,TRUE,TRUE,TRUE,73460,Williams Meadow,,Joshuafurt,10321,445411
2006,1,3,2,1,2504,2612,attached,590,0,TRUE,FALSE,TRUE,TRUE,117,Ruiz Overpass,,Joshuafurt,10321,458138
2007,2,3,3,0,3350,3591,attached,656,0,TRUE,FALSE,TRUE,TRUE,4514,Lindsey Roads,,Joshuafurt,10321,505862
2008,2,4,2,1,3135,3128,attached,626,0,TRUE,FALSE,TRUE,TRUE,27458,Anderson Stravenue,,North Erinville,11510,462676
2008,2,3,2,1,1989,2059,attached,678,0,TRUE,FALSE,TRUE,TRUE,23686,Michael Falls,,North Erinville,11510,430541
2006,1,4,2,0,2614,2640,attached,428,0,TRUE,FALSE,TRUE,TRUE,7940,Hernandez Lakes,,North Erinville,11510,462668
2016,2,3,2,1,2325,2398,attached,426,0,FALSE,FALSE,TRUE,TRUE,83930,May Common,,Joshuafurt,10321,488674
2008,1,4,3,0,2543,2547,attached,665,0,FALSE,FALSE,TRUE,TRUE,6219,Matthew Streets,,Joshuafurt,10321,477223
2013,2,4,2,1,3257,3346,attached,625,0,FALSE,FALSE,TRUE,TRUE,44616,Matthew Streets,,Joshuafurt,10321,521765
2016,2,4,2,1,3257,3346,attached,618,0,FALSE,FALSE,TRUE,TRUE,5183,Matthew Streets,,Joshuafurt,10321,506491
2014,2,3,2,1,2325,2389,attached,426,0,FALSE,FALSE,TRUE,TRUE,22494,Matthew Streets,,Joshuafurt,10321,465136
2016,2,3,2,1,2322,2396,attached,426,0,FALSE,FALSE,TRUE,TRUE,74562,Matthew Streets,,Joshuafurt,10321,463862
2012,2,4,2,0,2104,2183,attached,443,0,FALSE,FALSE,TRUE,TRUE,658,Sanders Shore,,North Erinville,11510,462668
2013,1,3,1,1,1798,1856,attached,422,0,FALSE,FALSE,TRUE,TRUE,2671,Alicia Motorway,,North Erinville,11510,407412
2008,2,3,2,1,1995,2056,attached,676,0,TRUE,FALSE,TRUE,TRUE,87226,Cross Track,,North Erinville,11510,436967
2012,1,3,2,1,2334,2436,attached,578,0,TRUE,FALSE,TRUE,TRUE,39260,Hull Brook,,North Erinville,11510,469095
2012,1,4,2,0,2212,2238,attached,639,0,TRUE,FALSE,TRUE,TRUE,6417,Joshua Isle,,North Erinville,11510,427976
1972,1,4,1,1,1598,1600,attached,461,0,TRUE,TRUE,TRUE,TRUE,3159,Larry Forest,,Hallfort,10907,327596
1971,1,4,1,1,1376,1378,attached,459,0,TRUE,FALSE,TRUE,FALSE,4262,Larry Forest,,Hallfort,10907,270903
1944,1,2,1,0,1028,1124,detached,194,0,FALSE,FALSE,FALSE,FALSE,44288,Robert Run,,Hallfort,10979,249478
1948,1,2,1,0,1147,1137,none,0,0,FALSE,FALSE,FALSE,FALSE,9845,Leach Alley,,Hallfort,10979,309961
1973,1,3,2,0,1106,1140,none,0,0,FALSE,FALSE,TRUE,TRUE,38030,Walker Drive,354,Hallfort,10907,117979
1937,1,1,0,1,596,645,detached,249,0,FALSE,FALSE,FALSE,FALSE,18033,Smith View,,Chadstad,10272,166954
1986,2,2,1,1,1089,1115,none,0,0,FALSE,FALSE,TRUE,TRUE,88264,Karen Square,2783,Hallfort,10907,100798
1955,1,2,1,0,694,700,attached,202,0,FALSE,FALSE,FALSE,FALSE,3971,Williams Rue,,Hallfort,10979,273421
1951,1,2,0,1,723,732,none,0,0,FALSE,FALSE,FALSE,FALSE,3971,Williams Rue,,Hallfort,10979,273418
1959,1,2,1,0,913,918,attached,260,0,FALSE,FALSE,FALSE,FALSE,6285,Williams Rue,,Hallfort,10979,85681
1956,1,2,1,0,952,951,attached,261,0,FALSE,FALSE,FALSE,FALSE,403,Phillips Radial,,Hallfort,10979,264600
1959,1,3,1,1,1291,1323,attached,422,0,TRUE,FALSE,TRUE,TRUE,282,Brittany Spring,,Hallfort,10979,277198
1958,1,4,1,1,1249,1251,attached,433,0,FALSE,FALSE,FALSE,FALSE,949,Warren Groves,,Hallfort,10979,207897
1957,1,3,1,1,976,981,detached,439,0,FALSE,FALSE,FALSE,FALSE,7913,Clark Dale,,Hallfort,10979,251367
1970,1,4,1,1,1425,1449,attached,459,0,FALSE,FALSE,TRUE,TRUE,36169,Maddox Views,,Hallfort,10979,315004
1979,1,2,2,0,1153,1153,none,0,439,FALSE,FALSE,TRUE,TRUE,636,Anthony Mountain,,Hallfort,10979,144902
1982,1,2,1,1,1251,1246,none,0,398,FALSE,FALSE,TRUE,TRUE,7913,Taylor Mills,,Hallfort,10979,134819
1976,1,2,2,0,1343,1340,none,0,280,FALSE,FALSE,TRUE,FALSE,458,Anthony Mountain,,Hallfort,10979,37798
1977,1,3,2,0,1331,1470,attached,456,0,TRUE,FALSE,TRUE,TRUE,63786,Jenny Overpass,,Hallfort,10979,296098
1979,1,3,1,1,1337,1466,attached,450,0,TRUE,FALSE,TRUE,TRUE,27329,Carter Flat,,Hallfort,10979,270898
1980,1,4,1,1,1496,1597,attached,460,0,TRUE,FALSE,TRUE,TRUE,44854,Carly Brook,,Hallfort,10979,289804
1980,1,2,1,1,1217,1293,attached,452,0,FALSE,FALSE,TRUE,TRUE,4658,Johnson Mountain,,Hallfort,10979,260824
1978,1,4,1,1,1821,1936,attached,436,0,FALSE,FALSE,TRUE,TRUE,2,Michael Mews,,Hallfort,10979,307438
1984,1,4,2,0,1277,1307,attached,501,0,TRUE,FALSE,TRUE,TRUE,89272,Joseph Spurs,,Hallfort,10979,302403
1982,1,4,2,0,1278,1308,attached,501,0,TRUE,TRUE,TRUE,TRUE,84462,Catherine Shores,,Hallfort,10979,333900
1981,1,3,1,1,1247,1247,attached,476,0,TRUE,FALSE,TRUE,TRUE,4949,Jason Motorway,,Hallfort,10979,283503
1985,2,3,2,1,1610,1711,attached,490,0,TRUE,FALSE,TRUE,TRUE,9792,William Fords,,Hallfort,10979,311217
1981,1,3,1,1,1283,1298,attached,523,0,TRUE,FALSE,TRUE,TRUE,14820,Derek Drives,,Hallfort,10979,226796
1982,1,3,1,1,1278,1300,attached,527,0,TRUE,FALSE,TRUE,TRUE,14820,Derek Drives,,Hallfort,10979,283501
1985,1,3,1,1,1085,1151,attached,479,0,TRUE,FALSE,TRUE,TRUE,2,Casey Drives,,Hallfort,10979,272161
1982,1,2,1,1,1255,1294,attached,500,0,TRUE,FALSE,TRUE,TRUE,3239,Ricardo Tunnel,,Hallfort,10979,292323
1984,1,2,2,0,1224,1278,attached,441,0,TRUE,FALSE,TRUE,TRUE,11175,Flynn Stream,,Hallfort,10979,274680
1985,1,2,1,0,761,780,attached,502,0,FALSE,FALSE,TRUE,TRUE,690,Aaron Lights,,Hallfort,10979,212942
1985,1,4,2,0,1610,1693,attached,518,0,TRUE,FALSE,TRUE,TRUE,163,Erika Hollow,,Hallfort,10979,252001
1986,1,2,1,1,1329,1384,attached,404,0,TRUE,FALSE,TRUE,TRUE,373,Sean Viaduct,,Hallfort,10979,304917
2014,2,3,2,1,1828,1906,attached,434,0,FALSE,FALSE,TRUE,TRUE,9878,Stephen Drives,,Chadstad,10272,559620
2015,2,3,2,1,1820,1911,attached,434,0,FALSE,FALSE,TRUE,TRUE,8329,Stephen Drives,,Chadstad,10272,536915
1975,2,3,1,1,1139,1166,none,0,0,TRUE,FALSE,TRUE,TRUE,73,Adam Walks,,Joshuafurt,10321,311789
2009,1,2,2,0,1689,1965,attached,484,0,TRUE,FALSE,TRUE,TRUE,64569,Hamilton Crossroad,,Jeffreyhaven,11558,343913
2005,2,5,3,1,3101,3368,attached,615,0,TRUE,FALSE,TRUE,TRUE,9080,Marcus Passage,,Jeffreyhaven,11558,281807
2007,2,5,3,1,3106,3366,attached,617,0,TRUE,FALSE,TRUE,TRUE,9080,Marcus Passage,,Jeffreyhaven,11558,293829
2005,2,5,2,1,2765,2904,attached,630,0,TRUE,FALSE,TRUE,TRUE,9359,Little Turnpike,,Jeffreyhaven,11558,265785
2006,2,4,2,1,2492,2655,attached,578,0,TRUE,FALSE,TRUE,TRUE,9417,Hayes Turnpike,,Jeffreyhaven,11558,292493
2006,2,5,2,1,2765,2894,attached,627,0,TRUE,FALSE,TRUE,TRUE,5600,Brianna Track,,Jeffreyhaven,11558,300509
2005,2,5,4,1,3510,3644,attached,649,0,TRUE,TRUE,TRUE,TRUE,251,Amber Place,,Jeffreyhaven,11558,240404
2006,2,5,4,1,3509,3645,attached,651,0,TRUE,TRUE,TRUE,TRUE,251,Amber Place,,Jeffreyhaven,11558,387326
2004,2,3,3,0,1898,2040,attached,434,0,TRUE,FALSE,TRUE,TRUE,8592,Samantha Rapids,,Jeffreyhaven,11558,273133
1998,1,3,2,0,1778,1768,attached,566,0,TRUE,FALSE,TRUE,TRUE,8165,Michael Square,,Jeffreyhaven,11558,273795
2002,2,4,2,1,2038,2032,attached,428,0,TRUE,TRUE,TRUE,TRUE,67062,Rebecca Stream,,Jeffreyhaven,11558,327219
2002,2,4,2,1,2040,2040,attached,424,0,TRUE,FALSE,TRUE,TRUE,84756,Hardy Drives,,Jeffreyhaven,11558,307187
2014,1,3,2,0,1740,1775,attached,423,0,FALSE,FALSE,TRUE,TRUE,23268,Aguilar Way,,Amystad,11682,395706
2014,2,4,3,0,2192,2219,attached,419,0,FALSE,FALSE,TRUE,TRUE,5862,Aguilar Way,,Amystad,11682,448370
2014,2,4,3,0,2801,2900,attached,650,0,FALSE,FALSE,TRUE,TRUE,383,Aguilar Way,,Amystad,11682,478861
2014,1,4,2,0,2029,2061,attached,425,0,FALSE,FALSE,TRUE,TRUE,735,Lyons Point,,Amystad,11682,410257
2016,1,3,2,0,1739,1776,attached,424,0,FALSE,FALSE,TRUE,TRUE,90031,Aguilar Way,,Amystad,11682,415104
2004,2,3,2,1,2080,2095,attached,425,0,FALSE,FALSE,TRUE,TRUE,13076,Torres Crest,,Amystad,11682,382540
2004,2,4,2,1,2682,2798,attached,472,0,FALSE,FALSE,TRUE,TRUE,559,Jason Pine,,Amystad,11682,397090
2005,1,3,2,0,1630,1681,attached,448,0,FALSE,FALSE,TRUE,TRUE,169,Taylor Knoll,,Amystad,11682,361056
1982,1,2,2,0,1343,1345,detached,748,398,FALSE,FALSE,TRUE,TRUE,7267,Robinson Cliffs,,West Brittanyview,11564,315607
1980,1,2,2,0,1546,1548,none,0,1030,FALSE,FALSE,TRUE,TRUE,5524,Bishop Field,,West Brittanyview,11564,31819
1978,1,2,2,0,1735,1730,none,0,1005,FALSE,FALSE,TRUE,TRUE,9305,Nelson Path,,West Brittanyview,11564,125355
1977,1,2,2,0,1246,1246,none,0,0,FALSE,FALSE,TRUE,TRUE,686,Jeanette Hill,,West Brittanyview,11564,78899
1971,1,2,2,0,1442,1443,none,0,1101,FALSE,FALSE,TRUE,TRUE,15669,Shaw Flat,,West Brittanyview,11564,71262
1981,1,3,2,0,1341,1674,none,0,669,FALSE,FALSE,TRUE,TRUE,41302,Shaw Flat,,West Brittanyview,11564,101808
2005,1,3,2,0,1714,1709,none,0,0,TRUE,FALSE,TRUE,TRUE,1690,Rodriguez Isle,,West Brittanyview,11564,101812
1976,1,3,2,0,1533,1535,none,0,0,FALSE,FALSE,TRUE,TRUE,878,Michael Key,,West Brittanyview,11564,132350
1977,1,2,1,0,626,628,none,0,484,FALSE,FALSE,TRUE,TRUE,6758,Robinson Cliffs,,West Brittanyview,11564,25456
1991,1,2,2,0,769,763,none,0,548,FALSE,FALSE,TRUE,FALSE,65543,Douglas Heights,,West Brittanyview,11564,104355
1972,1,2,2,0,1250,1251,none,0,363,FALSE,FALSE,TRUE,TRUE,820,Douglas Heights,,West Brittanyview,11564,101811
1978,1,4,2,0,2039,2160,none,0,0,TRUE,FALSE,TRUE,TRUE,665,Donald Court,,West Brittanyview,11564,133624
1935,1,2,1,0,1454,1610,none,0,0,FALSE,FALSE,FALSE,FALSE,564,Logan Viaduct,,Jeffreyhaven,11558,148247
1976,1,2,1,0,815,818,none,0,644,FALSE,FALSE,TRUE,FALSE,54052,David Station,,Jeffreyhaven,11558,53424
1934,1,2,1,1,1392,1480,detached,432,0,FALSE,FALSE,FALSE,FALSE,7759,Michael Hills,,Jeffreyhaven,11558,280476
